id,shipment_id,type,occurred_at,source,event_id,recorded_at
550,110,RECEIVED_FC,2026-04-21 07:58:00+00,WMS,1e39c26b-6411-4ca4-85f3-ef166ea81b8c,2026-09-10 09:23:18.966662+00
551,111,BOOKED,2026-06-23 07:07:00+00,CARRIER_EDI,e57eba2a-220c-4848-963f-e83873b151b2,2026-09-10 09:23:18.966662+00
552,111,DEPARTED_ORIGIN,2026-06-26 06:03:00+00,CARRIER_EDI,0fa72e41-a17d-4078-9915-791b3a042333,2026-09-10 09:23:18.966662+00
553,111,ARRIVED_DEST_PORT,2026-08-06 15:25:00+00,CARRIER_EDI,dfeac791-95ca-4dde-b6f6-fc6783b693c7,2026-09-10 09:23:18.966662+00
554,111,CUSTOMS_CLEARED,2026-08-09 15:24:00+00,CARRIER_EDI,f5000281-2f20-45ff-9b15-3a7de820c1d4,2026-09-10 09:23:18.966662+00
555,111,RECEIVED_FC,2026-08-11 13:45:00+00,WMS,aba84a8c-3a61-41bc-9305-24eb2be46d5d,2026-09-10 09:23:18.966662+00
556,112,BOOKED,2025-09-04 16:16:00+00,CARRIER_EDI,fd43002d-5454-4647-8909-2f81a72e6a6e,2026-09-10 09:23:18.966662+00
557,112,DEPARTED_ORIGIN,2025-09-11 16:29:00+00,CARRIER_EDI,75d5a727-5142-4402-a186-857eac1e3c7d,2026-09-10 09:23:18.966662+00
558,112,ARRIVED_DEST_PORT,2025-10-01 17:56:00+00,CARRIER_EDI,b5ca9a88-8281-41c1-bcc6-cb95db169499,2026-09-10 09:23:18.966662+00
559,112,CUSTOMS_CLEARED,2025-10-05 16:28:00+00,CARRIER_EDI,4e645197-3745-4386-a8cb-ea27e0480eae,2026-09-10 09:23:18.966662+00
560,112,RECEIVED_FC,2025-10-08 16:06:00+00,WMS,7f0d2596-588c-4a5e-9e90-2a01a332e99e,2026-09-10 09:23:18.966662+00
561,113,BOOKED,2026-02-20 17:23:00+00,CARRIER_EDI,017a52ec-2e9d-498b-be9d-65aebed8337e,2026-09-10 09:23:18.966662+00
562,113,DEPARTED_ORIGIN,2026-02-27 06:41:00+00,CARRIER_EDI,5e04e852-7e62-4e30-bebf-6d6b589a69b2,2026-09-10 09:23:18.966662+00
563,113,ARRIVED_DEST_PORT,2026-03-22 13:22:00+00,CARRIER_EDI,6f57c56b-774f-4d65-97ec-792d56e96ec5,2026-09-10 09:23:18.966662+00
564,113,CUSTOMS_CLEARED,2026-03-24 14:01:00+00,CARRIER_EDI,c1ca9aca-9aa4-4820-a56c-d55499b2abe5,2026-09-10 09:23:18.966662+00
565,113,RECEIVED_FC,2026-03-30 07:47:00+00,WMS,cdb21f8f-ce26-46e4-9a18-b00f83def4c2,2026-09-10 09:23:18.966662+00
566,114,BOOKED,2026-07-10 06:45:00+00,CARRIER_EDI,6da1a021-c17b-4ff8-b8c7-f40cfa92a12b,2026-09-10 09:23:18.966662+00
567,114,DEPARTED_ORIGIN,2026-07-14 13:00:00+00,CARRIER_EDI,3141d9ad-baa9-485e-a9e9-1853d7c439c0,2026-09-10 09:23:18.966662+00
568,114,ARRIVED_DEST_PORT,2026-08-02 11:03:00+00,CARRIER_EDI,02c8035b-215d-4c18-9d40-3f7f48fe0325,2026-09-10 09:23:18.966662+00
569,114,CUSTOMS_CLEARED,2026-08-03 13:54:00+00,CARRIER_EDI,9ed7a530-29cb-4d0c-82fe-5e137d80c809,2026-09-10 09:23:18.966662+00
570,114,RECEIVED_FC,2026-08-07 06:40:00+00,WMS,3659be65-573c-4136-a1c2-b1595a829149,2026-09-10 09:23:18.966662+00
571,115,BOOKED,2025-11-26 10:31:00+00,CARRIER_EDI,9e84f570-2955-4515-8d46-79fb5ca0c1d3,2026-09-10 09:23:18.966662+00
572,115,DEPARTED_ORIGIN,2025-12-01 15:24:00+00,CARRIER_EDI,a018a31e-c2d3-4e29-9289-9bbddda2dde1,2026-09-10 09:23:18.966662+00
573,115,ARRIVED_DEST_PORT,2025-12-30 12:46:00+00,CARRIER_EDI,787d9441-00e1-420e-8e53-83a95cf44add,2026-09-10 09:23:18.966662+00
574,115,CUSTOMS_CLEARED,2026-01-03 07:53:00+00,CARRIER_EDI,e71a7f26-0577-40e5-8870-410272aa8883,2026-09-10 09:23:18.966662+00
575,115,RECEIVED_FC,2026-01-08 11:25:00+00,WMS,d3e30d16-73fc-45b1-82da-5b26d0ce7414,2026-09-10 09:23:18.966662+00
576,116,BOOKED,2025-09-15 08:44:00+00,CARRIER_EDI,30a890ee-19f0-4adc-b822-842f250ebb7f,2026-09-10 09:23:18.966662+00
577,116,DEPARTED_ORIGIN,2025-09-22 16:08:00+00,CARRIER_EDI,78fc75f9-797b-453f-bf0c-e9abfeaf0988,2026-09-10 09:23:18.966662+00
578,116,ARRIVED_DEST_PORT,2025-10-08 10:13:00+00,CARRIER_EDI,3ff244ce-94a1-429a-944d-da7d23750ea5,2026-09-10 09:23:18.966662+00
579,116,CUSTOMS_CLEARED,2025-10-09 08:58:00+00,CARRIER_EDI,f105328e-d453-44ed-b414-f95fea88c42e,2026-09-10 09:23:18.966662+00
580,116,RECEIVED_FC,2025-10-13 09:01:00+00,WMS,340f10fb-b4fd-411a-b344-7f31d15c377e,2026-09-10 09:23:18.966662+00
581,117,BOOKED,2026-06-26 10:20:00+00,CARRIER_EDI,dfe37b0b-80ce-4c31-949e-28c2b5e866bf,2026-09-10 09:23:18.966662+00
582,117,DEPARTED_ORIGIN,2026-07-02 14:26:00+00,CARRIER_EDI,a30a97a6-558f-4a56-8d36-7d17bf055ad6,2026-09-10 09:23:18.966662+00
583,117,ARRIVED_DEST_PORT,2026-07-23 09:50:00+00,CARRIER_EDI,49800649-803b-40c4-965e-19b1b6d1ec89,2026-09-10 09:23:18.966662+00
584,117,CUSTOMS_CLEARED,2026-07-24 07:16:00+00,CARRIER_EDI,a823a079-66df-41cf-8de5-b496556ce2ae,2026-09-10 09:23:18.966662+00
585,117,RECEIVED_FC,2026-07-26 13:41:00+00,WMS,3b9a06f1-42f3-4d2a-b608-e43b6b0faeb3,2026-09-10 09:23:18.966662+00
586,118,BOOKED,2025-10-30 17:20:00+00,CARRIER_EDI,e2c0f419-193f-418c-b184-dc5c4972f3f5,2026-09-10 09:23:18.966662+00
587,118,DEPARTED_ORIGIN,2025-11-05 14:21:00+00,CARRIER_EDI,dd27b101-03d7-469b-8bc2-f95e5dfea811,2026-09-10 09:23:18.966662+00
588,118,ARRIVED_DEST_PORT,2025-11-28 17:46:00+00,CARRIER_EDI,0d8273ed-14d8-40ff-8675-025fc1ee00ac,2026-09-10 09:23:18.966662+00
589,118,CUSTOMS_CLEARED,2025-12-01 07:10:00+00,CARRIER_EDI,9134cfda-2cb3-49c4-b43c-fc603deca841,2026-09-10 09:23:18.966662+00
590,118,RECEIVED_FC,2025-12-05 12:18:00+00,WMS,8bd47731-c693-414d-bb06-b09aede3e07b,2026-09-10 09:23:18.966662+00
591,119,BOOKED,2026-03-15 07:11:00+00,CARRIER_EDI,09c7890f-a0ed-4cea-8fe4-ddcd8947d9cd,2026-09-10 09:23:18.966662+00
592,119,DEPARTED_ORIGIN,2026-03-22 06:58:00+00,CARRIER_EDI,08c0383d-b20b-4e49-97c5-963f1ed3dda0,2026-09-10 09:23:18.966662+00
593,119,ARRIVED_DEST_PORT,2026-04-07 09:19:00+00,CARRIER_EDI,173b68b6-f9ae-48b6-b93b-56b60c74f0bd,2026-09-10 09:23:18.966662+00
594,119,CUSTOMS_CLEARED,2026-04-08 11:45:00+00,CARRIER_EDI,56a63a8d-7895-4650-89a1-08a3bf019395,2026-09-10 09:23:18.966662+00
595,119,RECEIVED_FC,2026-04-14 15:25:00+00,WMS,7c4fb38f-f58f-48fc-9808-266be3774a4f,2026-09-10 09:23:18.966662+00
596,120,BOOKED,2026-03-27 10:14:00+00,CARRIER_EDI,9a1a1e85-ece6-46fd-8f22-af45dcb60926,2026-09-10 09:23:18.966662+00
597,120,DEPARTED_ORIGIN,2026-03-31 13:45:00+00,CARRIER_EDI,1d7e0898-b60e-4358-bb9c-52c98aa4e48e,2026-09-10 09:23:18.966662+00
598,120,ARRIVED_DEST_PORT,2026-04-19 12:56:00+00,CARRIER_EDI,83d1a191-d3d2-42a2-ae8c-9bfde8faba5c,2026-09-10 09:23:18.966662+00
599,120,CUSTOMS_CLEARED,2026-04-22 17:13:00+00,CARRIER_EDI,0b713a1d-9965-4035-a9c3-46be4001c626,2026-09-10 09:23:18.966662+00
600,120,RECEIVED_FC,2026-04-28 08:40:00+00,WMS,f58ae317-e4bd-4f96-82c3-4255f6ecf6ad,2026-09-10 09:23:18.966662+00
601,121,BOOKED,2026-05-30 07:53:00+00,CARRIER_EDI,55eb3557-6b08-4f9a-a528-f2b04dd9bbb2,2026-09-10 09:23:18.966662+00
602,121,DEPARTED_ORIGIN,2026-06-02 06:18:00+00,CARRIER_EDI,52885d26-3252-4c7f-8a43-18956eab3943,2026-09-10 09:23:18.966662+00
603,121,ARRIVED_DEST_PORT,2026-06-30 11:34:00+00,CARRIER_EDI,f7a47355-1eb7-4efe-ac4d-373b93b0e016,2026-09-10 09:23:18.966662+00
604,121,CUSTOMS_CLEARED,2026-07-02 08:44:00+00,CARRIER_EDI,615802e7-fbd2-4107-8762-d49d3a0e0dea,2026-09-10 09:23:18.966662+00
605,121,RECEIVED_FC,2026-07-07 11:57:00+00,WMS,6619e34d-3c0e-4507-aaee-b4d1d38294b1,2026-09-10 09:23:18.966662+00
606,122,BOOKED,2026-01-26 16:09:00+00,CARRIER_EDI,23b4c70a-324b-47a2-8392-cd6ac2941e85,2026-09-10 09:23:18.966662+00
607,122,DEPARTED_ORIGIN,2026-01-29 14:38:00+00,CARRIER_EDI,6d0b1310-8bcd-40a2-ac8b-a831f8f250cb,2026-09-10 09:23:18.966662+00
608,122,ARRIVED_DEST_PORT,2026-02-23 07:47:00+00,CARRIER_EDI,2ffbda11-420c-4a85-8321-fdecd52c85fe,2026-09-10 09:23:18.966662+00
609,122,CUSTOMS_CLEARED,2026-02-25 07:11:00+00,CARRIER_EDI,c33b2662-738e-4aa1-8af7-b1bd0a8e7541,2026-09-10 09:23:18.966662+00
610,122,RECEIVED_FC,2026-02-27 14:26:00+00,WMS,e280af75-a25e-47d6-b956-5689f84fd9f9,2026-09-10 09:23:18.966662+00
611,123,BOOKED,2025-09-08 16:25:00+00,CARRIER_EDI,b35a551a-2cf0-4d8c-bffb-5da878a8dc82,2026-09-10 09:23:18.966662+00
612,123,DEPARTED_ORIGIN,2025-09-15 14:40:00+00,CARRIER_EDI,f6b48b2f-8d52-4f56-a9c2-72be77945b1c,2026-09-10 09:23:18.966662+00
613,123,ARRIVED_DEST_PORT,2025-10-03 16:20:00+00,CARRIER_EDI,26f3b3b9-52f8-48a4-ab52-f1fc33fff5d7,2026-09-10 09:23:18.966662+00
614,123,CUSTOMS_CLEARED,2025-10-04 14:41:00+00,CARRIER_EDI,a1978158-060d-4c67-be35-afdf99311ba3,2026-09-10 09:23:18.966662+00
615,123,RECEIVED_FC,2025-10-06 14:35:00+00,WMS,5c938ddf-d7a4-4fc6-b273-da213edbab14,2026-09-10 09:23:18.966662+00
616,124,BOOKED,2025-10-05 08:33:00+00,CARRIER_EDI,949cadf5-0719-46cb-9743-d554aaf10f6b,2026-09-10 09:23:18.966662+00
617,124,DEPARTED_ORIGIN,2025-10-11 14:53:00+00,CARRIER_EDI,94c67591-db94-4a6a-930e-54503da8c7bd,2026-09-10 09:23:18.966662+00
618,124,ARRIVED_DEST_PORT,2025-10-24 09:29:00+00,CARRIER_EDI,712d1396-bf37-422f-877f-1587cd21f8c4,2026-09-10 09:23:18.966662+00
619,124,CUSTOMS_CLEARED,2025-10-26 09:45:00+00,CARRIER_EDI,1786a4b8-8be3-4c01-9658-0943cdd17996,2026-09-10 09:23:18.966662+00
620,124,RECEIVED_FC,2025-11-01 17:31:00+00,WMS,8f0b5b83-1d9d-477c-8efe-0763b34098ac,2026-09-10 09:23:18.966662+00
621,125,BOOKED,2026-07-20 10:02:00+00,CARRIER_EDI,06328a3f-f5b8-4d75-92eb-3ad8289d60b4,2026-09-10 09:23:18.966662+00
622,125,DEPARTED_ORIGIN,2026-07-25 10:53:00+00,CARRIER_EDI,0fa82bd2-f496-40e4-b474-80aee60dfa05,2026-09-10 09:23:18.966662+00
623,125,ARRIVED_DEST_PORT,2026-08-17 17:55:00+00,CARRIER_EDI,b181657b-1aca-48fa-bd36-32f5c678c583,2026-09-10 09:23:18.966662+00
624,125,CUSTOMS_CLEARED,2026-08-18 09:19:00+00,CARRIER_EDI,a28d39a8-8e32-4599-9f11-c96807869957,2026-09-10 09:23:18.966662+00
625,125,RECEIVED_FC,2026-08-22 14:54:00+00,WMS,4476b98f-cfcb-4dba-ab8d-ac5f0cc0a311,2026-09-10 09:23:18.966662+00
626,126,BOOKED,2026-02-06 07:58:00+00,CARRIER_EDI,b166eb36-2bd6-41ff-8f33-76de30c21949,2026-09-10 09:23:18.966662+00
627,126,DEPARTED_ORIGIN,2026-02-10 12:34:00+00,CARRIER_EDI,652b235f-8745-4c58-ab01-b10635915c77,2026-09-10 09:23:18.966662+00
628,126,ARRIVED_DEST_PORT,2026-03-02 08:46:00+00,CARRIER_EDI,dcf53c3c-aba0-4042-a198-a56ade1b3c40,2026-09-10 09:23:18.966662+00
629,126,CUSTOMS_CLEARED,2026-03-04 13:29:00+00,CARRIER_EDI,4ed92eaf-2f7a-4438-9829-72b3156cc1fa,2026-09-10 09:23:18.966662+00
630,126,RECEIVED_FC,2026-03-06 08:44:00+00,WMS,8ccda02f-19e5-470d-85de-e8577d93a4d6,2026-09-10 09:23:18.966662+00
631,127,BOOKED,2026-02-09 13:26:00+00,CARRIER_EDI,9b5d1ad3-7259-4f97-ba7e-ed4fb71ca058,2026-09-10 09:23:18.966662+00
632,127,DEPARTED_ORIGIN,2026-02-15 08:33:00+00,CARRIER_EDI,dd2e1b97-e442-4e1d-afda-bb1babc48fde,2026-09-10 09:23:18.966662+00
633,127,ARRIVED_DEST_PORT,2026-03-05 17:44:00+00,CARRIER_EDI,273921ae-7007-4c20-800c-99f45299ca0c,2026-09-10 09:23:18.966662+00
634,127,CUSTOMS_CLEARED,2026-03-09 11:49:00+00,CARRIER_EDI,2c25c436-140f-47f1-b393-a50dacb2fcf9,2026-09-10 09:23:18.966662+00
635,127,RECEIVED_FC,2026-03-13 10:13:00+00,WMS,1814b5fa-4210-402b-a629-344e7d92bec7,2026-09-10 09:23:18.966662+00
636,128,BOOKED,2026-03-15 12:19:00+00,CARRIER_EDI,fdd8dd86-7fd2-4b0f-a738-33e27337670b,2026-09-10 09:23:18.966662+00
637,128,DEPARTED_ORIGIN,2026-03-21 11:49:00+00,CARRIER_EDI,3050198d-b50b-40bd-a1ab-cd7d9d09d658,2026-09-10 09:23:18.966662+00
638,128,ARRIVED_DEST_PORT,2026-04-20 16:05:00+00,CARRIER_EDI,219ac927-f572-4951-aa90-7afeda58385b,2026-09-10 09:23:18.966662+00
639,128,CUSTOMS_CLEARED,2026-04-24 14:05:00+00,CARRIER_EDI,d231a4e4-4960-407b-abc5-1871fd6ac484,2026-09-10 09:23:18.966662+00
640,128,RECEIVED_FC,2026-04-26 06:03:00+00,WMS,754913c5-3607-47c6-ab1e-fff958858ff7,2026-09-10 09:23:18.966662+00
641,129,BOOKED,2026-04-24 06:36:00+00,CARRIER_EDI,fa64a8c5-492c-42ae-8eac-bf10ae5085bd,2026-09-10 09:23:18.966662+00
642,129,DEPARTED_ORIGIN,2026-04-27 08:46:00+00,CARRIER_EDI,e5a6b47e-3569-49ad-b751-169b79847433,2026-09-10 09:23:18.966662+00
643,129,ARRIVED_DEST_PORT,2026-05-15 10:38:00+00,CARRIER_EDI,1bd33dd4-17a2-4418-b649-9820c51a6556,2026-09-10 09:23:18.966662+00
644,129,CUSTOMS_CLEARED,2026-05-19 06:09:00+00,CARRIER_EDI,0c538d8d-d0c8-42b7-acae-aca820e193ba,2026-09-10 09:23:18.966662+00
645,129,RECEIVED_FC,2026-05-23 07:35:00+00,WMS,8ec23e0a-8525-4649-ba4f-ee1620a7b8b7,2026-09-10 09:23:18.966662+00
646,130,BOOKED,2026-06-01 07:11:00+00,CARRIER_EDI,e380e96d-7fea-47b4-9b57-153b02f83d17,2026-09-10 09:23:18.966662+00
647,130,DEPARTED_ORIGIN,2026-06-07 09:15:00+00,CARRIER_EDI,b28b0fdf-cb16-47ba-bbb7-aeb81f192272,2026-09-10 09:23:18.966662+00
648,130,ARRIVED_DEST_PORT,2026-06-20 17:31:00+00,CARRIER_EDI,1aba2033-a596-46eb-9db3-30cc7773cac4,2026-09-10 09:23:18.966662+00
649,130,CUSTOMS_CLEARED,2026-06-24 09:28:00+00,CARRIER_EDI,8f69729e-b590-477e-a8a9-fb7acbd5c5e9,2026-09-10 09:23:18.966662+00
650,130,RECEIVED_FC,2026-06-28 16:12:00+00,WMS,28d49e1d-0617-4182-8d93-9bbc7c12bc07,2026-09-10 09:23:18.966662+00
651,131,BOOKED,2026-07-22 13:27:00+00,CARRIER_EDI,938ea979-45b3-4fc7-95b8-631cf2f4e8ec,2026-09-10 09:23:18.966662+00
652,131,DEPARTED_ORIGIN,2026-07-28 16:02:00+00,CARRIER_EDI,1972d061-51dc-4b7d-8712-4017098301b9,2026-09-10 09:23:18.966662+00
653,131,ARRIVED_DEST_PORT,2026-08-24 07:42:00+00,CARRIER_EDI,f3908582-16ae-4331-acca-5998f39ebfcb,2026-09-10 09:23:18.966662+00
654,131,CUSTOMS_CLEARED,2026-08-28 15:51:00+00,CARRIER_EDI,191ec9a2-0df3-45be-a9ec-c8935f4cf0b7,2026-09-10 09:23:18.966662+00
655,131,RECEIVED_FC,2026-09-03 17:35:00+00,WMS,623f2c41-eebb-4beb-b8f8-1e15a7517642,2026-09-10 09:23:18.966662+00
656,132,BOOKED,2026-03-05 11:02:00+00,CARRIER_EDI,6df33608-69b6-4fc1-910f-44b9dfa6be44,2026-09-10 09:23:18.966662+00
657,132,DEPARTED_ORIGIN,2026-03-09 08:31:00+00,CARRIER_EDI,3ee6cea7-23e4-45d5-9568-cfa549c3c09d,2026-09-10 09:23:18.966662+00
658,132,ARRIVED_DEST_PORT,2026-03-23 14:00:00+00,CARRIER_EDI,841efa4f-6b67-4222-94a5-26b9b6c4f11e,2026-09-10 09:23:18.966662+00
659,132,CUSTOMS_CLEARED,2026-03-26 17:41:00+00,CARRIER_EDI,80c13994-c97f-483d-aa71-7c1292b7e8b3,2026-09-10 09:23:18.966662+00
660,132,RECEIVED_FC,2026-03-30 12:55:00+00,WMS,e55d2cc8-7d40-4a9d-bc2e-013f856279dd,2026-09-10 09:23:18.966662+00
661,133,BOOKED,2025-11-21 13:59:00+00,CARRIER_EDI,19e26b86-2d87-467d-9485-965aee65a15a,2026-09-10 09:23:18.966662+00
662,133,DEPARTED_ORIGIN,2025-11-27 17:39:00+00,CARRIER_EDI,c8e4dfde-daed-47a7-8750-0ecf9ff7cf05,2026-09-10 09:23:18.966662+00
663,133,ARRIVED_DEST_PORT,2025-12-25 06:42:00+00,CARRIER_EDI,22ba75ec-c809-4076-806c-50dc82918bfc,2026-09-10 09:23:18.966662+00
664,133,CUSTOMS_CLEARED,2025-12-26 09:19:00+00,CARRIER_EDI,18782849-7990-45c3-b239-fe08bb143eb0,2026-09-10 09:23:18.966662+00
665,133,RECEIVED_FC,2025-12-30 10:45:00+00,WMS,814fe0a4-8941-4d53-8c99-a7a13c2104c6,2026-09-10 09:23:18.966662+00
666,134,BOOKED,2026-06-22 09:24:00+00,CARRIER_EDI,5a8d3307-edd3-44ca-94b5-5cd5d5e09de9,2026-09-10 09:23:18.966662+00
667,134,DEPARTED_ORIGIN,2026-06-25 09:04:00+00,CARRIER_EDI,65db8190-cc10-4813-adc7-5fbc1bac97a6,2026-09-10 09:23:18.966662+00
668,134,ARRIVED_DEST_PORT,2026-08-03 09:11:00+00,CARRIER_EDI,7ee108b0-f9b7-447e-a6d7-3c8f2aa18809,2026-09-10 09:23:18.966662+00
669,134,CUSTOMS_CLEARED,2026-08-06 13:16:00+00,CARRIER_EDI,2c3dcc2a-0062-4acb-978d-e32440a402f6,2026-09-10 09:23:18.966662+00
670,134,RECEIVED_FC,2026-08-12 07:28:00+00,WMS,8e67120a-3dbf-4d5e-a0b6-25411615403a,2026-09-10 09:23:18.966662+00
671,135,BOOKED,2026-02-23 13:36:00+00,CARRIER_EDI,03fba8a1-9c9c-48a6-9378-02713118efe2,2026-09-10 09:23:18.966662+00
672,135,DEPARTED_ORIGIN,2026-03-02 16:35:00+00,CARRIER_EDI,83e52ad3-ae63-4162-965a-2e2ad714a0da,2026-09-10 09:23:18.966662+00
673,135,ARRIVED_DEST_PORT,2026-03-17 16:39:00+00,CARRIER_EDI,4d2a7335-25b5-4e88-b594-29de24455559,2026-09-10 09:23:18.966662+00
674,135,CUSTOMS_CLEARED,2026-03-19 15:42:00+00,CARRIER_EDI,e6562fa2-896b-49cb-a130-84d168940faa,2026-09-10 09:23:18.966662+00
675,135,RECEIVED_FC,2026-03-25 15:05:00+00,WMS,b6bfbfbe-376b-4c4a-96ce-47a39158e102,2026-09-10 09:23:18.966662+00
676,136,BOOKED,2026-07-27 10:25:00+00,CARRIER_EDI,354372f7-d8d9-4dfd-a236-c15d82068c76,2026-09-10 09:23:18.966662+00
677,136,DEPARTED_ORIGIN,2026-07-30 08:35:00+00,CARRIER_EDI,cfd6fd59-9a1b-44c7-8c5c-52a85cb5d85d,2026-09-10 09:23:18.966662+00
678,136,ARRIVED_DEST_PORT,2026-09-01 09:28:00+00,CARRIER_EDI,d324ea0c-9019-4124-8dd5-59f13e51f3c7,2026-09-10 09:23:18.966662+00
679,136,CUSTOMS_CLEARED,2026-09-03 10:19:00+00,CARRIER_EDI,2194246c-c365-4398-bf27-d601d9e385f5,2026-09-10 09:23:18.966662+00
680,136,RECEIVED_FC,2026-09-08 17:13:00+00,WMS,ee94fb79-1196-458e-b75f-cf17dfea4ff9,2026-09-10 09:23:18.966662+00
681,137,BOOKED,2025-09-25 06:24:00+00,CARRIER_EDI,7cafdbbd-74bd-4ff6-b40a-6690917dec8e,2026-09-10 09:23:18.966662+00
682,137,DEPARTED_ORIGIN,2025-10-02 09:01:00+00,CARRIER_EDI,c7467b91-b27c-43a0-b0b9-168a195ef121,2026-09-10 09:23:18.966662+00
683,137,ARRIVED_DEST_PORT,2025-10-29 16:38:00+00,CARRIER_EDI,6e7ca71e-5313-4272-bff3-4b8f8cc57c33,2026-09-10 09:23:18.966662+00
684,137,CUSTOMS_CLEARED,2025-10-31 12:45:00+00,CARRIER_EDI,8423c7d2-b938-4793-b4a3-39c0f1e7e13f,2026-09-10 09:23:18.966662+00
685,137,RECEIVED_FC,2025-11-02 13:18:00+00,WMS,9c080f0f-d0d8-460d-a7d2-961e1f0e7018,2026-09-10 09:23:18.966662+00
686,138,BOOKED,2025-12-14 07:56:00+00,CARRIER_EDI,b7052297-21c4-4b64-b1b1-f7517b59c88c,2026-09-10 09:23:18.966662+00
687,138,DEPARTED_ORIGIN,2025-12-20 14:29:00+00,CARRIER_EDI,d21ce476-cd5c-48a7-9c28-122eddce06fe,2026-09-10 09:23:18.966662+00
688,138,ARRIVED_DEST_PORT,2026-01-22 09:37:00+00,CARRIER_EDI,4d509ca0-447d-43d0-83fe-29de65fb6f1e,2026-09-10 09:23:18.966662+00
689,138,CUSTOMS_CLEARED,2026-01-23 12:59:00+00,CARRIER_EDI,686b7f2f-c5d1-40fb-990a-de4f95499280,2026-09-10 09:23:18.966662+00
690,138,RECEIVED_FC,2026-01-29 11:37:00+00,WMS,e425d7b5-2df0-4b43-83f9-9ce32ff501fd,2026-09-10 09:23:18.966662+00
691,139,BOOKED,2026-04-24 14:13:00+00,CARRIER_EDI,abe420db-6865-48d6-ba04-a36e9f08fdcd,2026-09-10 09:23:18.966662+00
692,139,DEPARTED_ORIGIN,2026-04-30 07:10:00+00,CARRIER_EDI,70f9d086-309b-4eae-8408-5b08866eacae,2026-09-10 09:23:18.966662+00
693,139,ARRIVED_DEST_PORT,2026-05-18 10:26:00+00,CARRIER_EDI,cf4723e9-4992-40c2-9672-94bc9264cb96,2026-09-10 09:23:18.966662+00
694,139,CUSTOMS_CLEARED,2026-05-22 15:17:00+00,CARRIER_EDI,dee2a1bf-d356-4b74-9b22-f62fa26abd58,2026-09-10 09:23:18.966662+00
695,139,RECEIVED_FC,2026-05-26 16:52:00+00,WMS,93100980-02d1-4262-9441-8164d6235661,2026-09-10 09:23:18.966662+00
696,140,BOOKED,2025-10-28 10:30:00+00,CARRIER_EDI,2102317d-d273-4b31-b33d-17bd239c8aa9,2026-09-10 09:23:18.966662+00
697,140,DEPARTED_ORIGIN,2025-11-04 11:55:00+00,CARRIER_EDI,c1cc5fdc-9c03-4e05-bcdc-7fd267a88988,2026-09-10 09:23:18.966662+00
698,140,ARRIVED_DEST_PORT,2025-11-21 11:40:00+00,CARRIER_EDI,c81684df-5d89-45b9-93e0-fecda1863d7a,2026-09-10 09:23:18.966662+00
699,140,CUSTOMS_CLEARED,2025-11-24 15:40:00+00,CARRIER_EDI,d963bc9d-46c5-4d9b-90b3-7b74183a200f,2026-09-10 09:23:18.966662+00
700,140,RECEIVED_FC,2025-11-30 12:41:00+00,WMS,8b2c41f4-62e3-4852-b8bb-0871ebe02afd,2026-09-10 09:23:18.966662+00
701,141,BOOKED,2025-12-10 08:20:00+00,CARRIER_EDI,87b6dcf7-72bf-4548-8dc4-db0bb322fa8b,2026-09-10 09:23:18.966662+00
702,141,DEPARTED_ORIGIN,2025-12-13 14:56:00+00,CARRIER_EDI,af33e2dc-f9cd-4504-8e1e-8b4b812191bc,2026-09-10 09:23:18.966662+00
703,141,ARRIVED_DEST_PORT,2026-01-10 15:41:00+00,CARRIER_EDI,6028caeb-0750-4b61-a5bf-c5dd11f47e0f,2026-09-10 09:23:18.966662+00
704,141,CUSTOMS_CLEARED,2026-01-14 11:09:00+00,CARRIER_EDI,113cc890-4c17-4b29-850b-553ba3e2a935,2026-09-10 09:23:18.966662+00
705,141,RECEIVED_FC,2026-01-18 14:31:00+00,WMS,417aa87e-c905-4ac2-b5c1-e7ede74f230a,2026-09-10 09:23:18.966662+00
706,142,BOOKED,2026-01-10 13:05:00+00,CARRIER_EDI,314815f0-f36a-48be-a6e8-82a166d2a15a,2026-09-10 09:23:18.966662+00
707,142,DEPARTED_ORIGIN,2026-01-17 11:39:00+00,CARRIER_EDI,6cd49238-6c87-46ec-9098-1a2947f81a28,2026-09-10 09:23:18.966662+00
708,142,ARRIVED_DEST_PORT,2026-02-17 08:37:00+00,CARRIER_EDI,7fa53c01-ba6c-4954-9056-f889b1dfee1b,2026-09-10 09:23:18.966662+00
709,142,CUSTOMS_CLEARED,2026-02-18 09:39:00+00,CARRIER_EDI,fcc818bc-8442-4a07-871d-f0ece974bbdc,2026-09-10 09:23:18.966662+00
710,142,RECEIVED_FC,2026-02-22 09:11:00+00,WMS,0e86cce7-ee22-4f1d-bf92-c3ce3db3dfe2,2026-09-10 09:23:18.966662+00
711,143,BOOKED,2026-03-07 10:38:00+00,CARRIER_EDI,e040c8be-30e5-4898-97a5-0d881273c433,2026-09-10 09:23:18.966662+00
712,143,DEPARTED_ORIGIN,2026-03-10 17:26:00+00,CARRIER_EDI,efb6670c-1c40-4c90-856b-9431fede7144,2026-09-10 09:23:18.966662+00
713,143,ARRIVED_DEST_PORT,2026-04-05 10:14:00+00,CARRIER_EDI,7ae76c08-e775-41f8-b374-986a59ba8747,2026-09-10 09:23:18.966662+00
