id,po_number,supplier,origin_port,dest_fc_id,status,planned_arrival,created_at
251,PO-1250,Saigon Furniture Co.,VNSGN,2,RECEIVED,2025-11-16,2025-09-16 00:00:00+00
252,PO-1251,Shanghai Home Works,CNSHA,4,RECEIVED,2025-12-11,2025-10-18 00:00:00+00
253,PO-1252,Klang Valley Timber,MYPKG,4,RECEIVED,2026-07-21,2026-05-24 00:00:00+00
254,PO-1253,Klang Valley Timber,MYPKG,2,RECEIVED,2026-09-16,2026-07-16 00:00:00+00
255,PO-1254,Shanghai Home Works,CNSHA,1,RECEIVED,2026-09-10,2026-07-21 00:00:00+00
256,PO-1255,Klang Valley Timber,MYPKG,3,RECEIVED,2026-05-18,2026-03-08 00:00:00+00
257,PO-1256,Saigon Furniture Co.,VNSGN,3,RECEIVED,2026-06-19,2026-04-14 00:00:00+00
258,PO-1257,Saigon Furniture Co.,VNSGN,2,RECEIVED,2025-10-21,2025-08-25 00:00:00+00
259,PO-1258,Klang Valley Timber,MYPKG,1,RECEIVED,2025-10-28,2025-09-02 00:00:00+00
260,PO-1259,Shanghai Home Works,CNSHA,3,RECEIVED,2025-12-14,2025-10-10 00:00:00+00
261,PO-1260,Klang Valley Timber,MYPKG,4,RECEIVED,2026-04-19,2026-02-19 00:00:00+00
262,PO-1261,Saigon Furniture Co.,VNSGN,2,RECEIVED,2026-06-16,2026-04-17 00:00:00+00
263,PO-1262,Klang Valley Timber,MYPKG,3,RECEIVED,2026-04-12,2026-02-03 00:00:00+00
264,PO-1263,Saigon Furniture Co.,VNSGN,3,RECEIVED,2026-08-08,2026-06-02 00:00:00+00
265,PO-1264,Saigon Furniture Co.,VNSGN,1,RECEIVED,2026-07-28,2026-06-01 00:00:00+00
266,PO-1265,Shanghai Home Works,CNSHA,4,RECEIVED,2025-10-11,2025-08-19 00:00:00+00
267,PO-1266,Klang Valley Timber,MYPKG,4,RECEIVED,2026-03-24,2026-01-24 00:00:00+00
268,PO-1267,Saigon Furniture Co.,VNSGN,1,RECEIVED,2026-05-14,2026-03-22 00:00:00+00
269,PO-1268,Shanghai Home Works,CNSHA,1,RECEIVED,2025-12-11,2025-10-23 00:00:00+00
270,PO-1269,Klang Valley Timber,MYPKG,2,RECEIVED,2026-08-23,2026-06-23 00:00:00+00
271,PO-1270,Shanghai Home Works,CNSHA,4,RECEIVED,2026-04-29,2026-03-10 00:00:00+00
272,PO-1271,Shanghai Home Works,CNSHA,2,RECEIVED,2026-07-16,2026-05-22 00:00:00+00
273,PO-1272,Shanghai Home Works,CNSHA,1,RECEIVED,2025-12-12,2025-10-25 00:00:00+00
274,PO-1273,Shanghai Home Works,CNSHA,3,RECEIVED,2026-08-08,2026-06-06 00:00:00+00
275,PO-1274,Shanghai Home Works,CNSHA,1,RECEIVED,2026-02-12,2025-12-25 00:00:00+00
276,PO-1275,Saigon Furniture Co.,VNSGN,3,RECEIVED,2025-11-30,2025-09-26 00:00:00+00
277,PO-1276,Shanghai Home Works,CNSHA,2,RECEIVED,2025-10-28,2025-09-03 00:00:00+00
278,PO-1277,Shanghai Home Works,CNSHA,4,RECEIVED,2026-09-13,2026-07-22 00:00:00+00
279,PO-1278,Shanghai Home Works,CNSHA,2,RECEIVED,2026-04-23,2026-02-26 00:00:00+00
280,PO-1279,Saigon Furniture Co.,VNSGN,3,RECEIVED,2026-09-11,2026-07-05 00:00:00+00
281,PO-1280,Shanghai Home Works,CNSHA,2,RECEIVED,2026-01-23,2025-11-30 00:00:00+00
282,PO-1281,Klang Valley Timber,MYPKG,2,RECEIVED,2026-03-29,2026-01-27 00:00:00+00
283,PO-1282,Shanghai Home Works,CNSHA,2,RECEIVED,2026-08-04,2026-06-10 00:00:00+00
284,PO-1283,Klang Valley Timber,MYPKG,1,RECEIVED,2026-08-22,2026-06-27 00:00:00+00
285,PO-1284,Saigon Furniture Co.,VNSGN,1,RECEIVED,2026-09-08,2026-07-13 00:00:00+00
286,PO-1285,Klang Valley Timber,MYPKG,1,RECEIVED,2026-09-09,2026-07-15 00:00:00+00
287,PO-1286,Shanghai Home Works,CNSHA,4,RECEIVED,2026-01-20,2025-12-01 00:00:00+00
288,PO-1287,Shanghai Home Works,CNSHA,1,RECEIVED,2026-05-23,2026-04-03 00:00:00+00
289,PO-1288,Saigon Furniture Co.,VNSGN,1,RECEIVED,2026-05-02,2026-03-09 00:00:00+00
290,PO-1289,Saigon Furniture Co.,VNSGN,1,RECEIVED,2026-06-01,2026-04-05 00:00:00+00
291,PO-1290,Shanghai Home Works,CNSHA,3,RECEIVED,2025-11-11,2025-09-09 00:00:00+00
292,PO-1291,Shanghai Home Works,CNSHA,2,RECEIVED,2026-04-14,2026-02-19 00:00:00+00
293,PO-1292,Shanghai Home Works,CNSHA,3,RECEIVED,2026-01-18,2025-11-16 00:00:00+00
294,PO-1293,Shanghai Home Works,CNSHA,1,RECEIVED,2026-05-19,2026-03-30 00:00:00+00
295,PO-1294,Saigon Furniture Co.,VNSGN,4,RECEIVED,2026-09-02,2026-07-09 00:00:00+00
296,PO-1295,Saigon Furniture Co.,VNSGN,1,RECEIVED,2025-10-23,2025-08-30 00:00:00+00
297,PO-1296,Klang Valley Timber,MYPKG,3,RECEIVED,2025-12-12,2025-10-05 00:00:00+00
298,PO-1297,Shanghai Home Works,CNSHA,2,RECEIVED,2026-05-06,2026-03-10 00:00:00+00
299,PO-1298,Shanghai Home Works,CNSHA,3,RECEIVED,2026-09-24,2026-07-24 00:00:00+00
300,PO-1299,Shanghai Home Works,CNSHA,1,RECEIVED,2025-10-29,2025-09-07 00:00:00+00
301,PO-1300,Klang Valley Timber,MYPKG,2,RECEIVED,2026-05-10,2026-03-10 00:00:00+00
302,PO-1301,Shanghai Home Works,CNSHA,3,RECEIVED,2026-07-10,2026-05-06 00:00:00+00
303,PO-1302,Shanghai Home Works,CNSHA,1,RECEIVED,2026-02-03,2025-12-17 00:00:00+00
304,PO-1303,Shanghai Home Works,CNSHA,1,RECEIVED,2025-11-20,2025-10-02 00:00:00+00
305,PO-1304,Saigon Furniture Co.,VNSGN,1,RECEIVED,2026-01-20,2025-11-28 00:00:00+00
306,PO-1305,Saigon Furniture Co.,VNSGN,1,RECEIVED,2025-12-04,2025-10-11 00:00:00+00
307,PO-1306,Klang Valley Timber,MYPKG,2,RECEIVED,2026-07-18,2026-05-16 00:00:00+00
308,PO-1307,Shanghai Home Works,CNSHA,4,RECEIVED,2026-07-23,2026-06-01 00:00:00+00
309,PO-1308,Shanghai Home Works,CNSHA,1,RECEIVED,2026-01-21,2025-12-04 00:00:00+00
310,PO-1309,Klang Valley Timber,MYPKG,4,RECEIVED,2026-01-31,2025-12-03 00:00:00+00
311,PO-1310,Klang Valley Timber,MYPKG,4,RECEIVED,2026-07-03,2026-05-05 00:00:00+00
312,PO-1311,Shanghai Home Works,CNSHA,4,RECEIVED,2026-02-09,2025-12-20 00:00:00+00
313,PO-1312,Shanghai Home Works,CNSHA,4,RECEIVED,2026-07-10,2026-05-18 00:00:00+00
314,PO-1313,Klang Valley Timber,MYPKG,4,RECEIVED,2026-05-08,2026-03-10 00:00:00+00
315,PO-1314,Klang Valley Timber,MYPKG,2,RECEIVED,2026-04-15,2026-02-10 00:00:00+00
316,PO-1315,Klang Valley Timber,MYPKG,1,RECEIVED,2026-07-04,2026-05-06 00:00:00+00
317,PO-1316,Shanghai Home Works,CNSHA,1,RECEIVED,2026-08-21,2026-07-04 00:00:00+00
318,PO-1317,Saigon Furniture Co.,VNSGN,2,RECEIVED,2025-10-17,2025-08-19 00:00:00+00
319,PO-1318,Shanghai Home Works,CNSHA,1,RECEIVED,2026-07-09,2026-05-22 00:00:00+00
320,PO-1319,Saigon Furniture Co.,VNSGN,4,RECEIVED,2025-11-02,2025-09-08 00:00:00+00
321,PO-1320,Shanghai Home Works,CNSHA,1,RECEIVED,2026-07-13,2026-05-22 00:00:00+00
322,PO-1321,Klang Valley Timber,MYPKG,4,RECEIVED,2026-06-23,2026-04-24 00:00:00+00
323,PO-1322,Klang Valley Timber,MYPKG,3,RECEIVED,2026-09-30,2026-07-21 00:00:00+00
324,PO-1323,Saigon Furniture Co.,VNSGN,3,RECEIVED,2026-02-17,2025-12-10 00:00:00+00
325,PO-1324,Shanghai Home Works,CNSHA,4,RECEIVED,2026-05-14,2026-03-21 00:00:00+00
326,PO-1325,Shanghai Home Works,CNSHA,2,RECEIVED,2025-12-27,2025-11-01 00:00:00+00
327,PO-1326,Klang Valley Timber,MYPKG,1,RECEIVED,2026-03-26,2026-01-26 00:00:00+00
328,PO-1327,Saigon Furniture Co.,VNSGN,4,RECEIVED,2025-12-02,2025-10-05 00:00:00+00
329,PO-1328,Shanghai Home Works,CNSHA,3,RECEIVED,2025-12-22,2025-10-19 00:00:00+00
330,PO-1329,Shanghai Home Works,CNSHA,1,RECEIVED,2026-03-19,2026-01-27 00:00:00+00
331,PO-1330,Shanghai Home Works,CNSHA,1,RECEIVED,2025-11-23,2025-10-02 00:00:00+00
332,PO-1331,Saigon Furniture Co.,VNSGN,4,RECEIVED,2026-01-18,2025-11-21 00:00:00+00
333,PO-1332,Saigon Furniture Co.,VNSGN,2,RECEIVED,2026-04-06,2026-02-04 00:00:00+00
334,PO-1333,Shanghai Home Works,CNSHA,4,RECEIVED,2026-04-02,2026-02-08 00:00:00+00
335,PO-1334,Saigon Furniture Co.,VNSGN,1,RECEIVED,2025-11-07,2025-09-11 00:00:00+00
336,PO-1335,Klang Valley Timber,MYPKG,2,RECEIVED,2026-04-02,2026-01-28 00:00:00+00
337,PO-1336,Saigon Furniture Co.,VNSGN,1,RECEIVED,2026-01-11,2025-11-19 00:00:00+00
338,PO-1337,Saigon Furniture Co.,VNSGN,2,RECEIVED,2026-03-16,2026-01-15 00:00:00+00
339,PO-1338,Saigon Furniture Co.,VNSGN,4,RECEIVED,2026-07-11,2026-05-14 00:00:00+00
340,PO-1339,Shanghai Home Works,CNSHA,2,RECEIVED,2026-07-13,2026-05-20 00:00:00+00
341,PO-1340,Shanghai Home Works,CNSHA,1,RECEIVED,2026-09-09,2026-07-21 00:00:00+00
342,PO-1341,Klang Valley Timber,MYPKG,1,RECEIVED,2026-05-14,2026-03-19 00:00:00+00
343,PO-1342,Shanghai Home Works,CNSHA,3,RECEIVED,2026-03-08,2026-01-04 00:00:00+00
344,PO-1343,Klang Valley Timber,MYPKG,3,RECEIVED,2026-07-01,2026-04-24 00:00:00+00
345,PO-1344,Saigon Furniture Co.,VNSGN,2,RECEIVED,2025-12-23,2025-10-26 00:00:00+00
346,PO-1345,Saigon Furniture Co.,VNSGN,1,RECEIVED,2026-06-09,2026-04-16 00:00:00+00
347,PO-1346,Saigon Furniture Co.,VNSGN,4,RECEIVED,2026-05-12,2026-03-16 00:00:00+00
348,PO-1347,Saigon Furniture Co.,VNSGN,2,RECEIVED,2026-09-13,2026-07-17 00:00:00+00
349,PO-1348,Klang Valley Timber,MYPKG,3,RECEIVED,2026-04-12,2026-02-03 00:00:00+00
350,PO-1349,Klang Valley Timber,MYPKG,1,RECEIVED,2025-11-17,2025-09-21 00:00:00+00
351,PO-1350,Klang Valley Timber,MYPKG,3,RECEIVED,2026-09-02,2026-06-24 00:00:00+00
352,PO-1351,Shanghai Home Works,CNSHA,3,RECEIVED,2026-03-23,2026-01-19 00:00:00+00
353,PO-1352,Saigon Furniture Co.,VNSGN,2,RECEIVED,2025-12-01,2025-10-02 00:00:00+00
354,PO-1353,Shanghai Home Works,CNSHA,1,RECEIVED,2026-07-04,2026-05-13 00:00:00+00
355,PO-1354,Klang Valley Timber,MYPKG,2,RECEIVED,2026-02-02,2025-12-04 00:00:00+00
356,PO-1355,Saigon Furniture Co.,VNSGN,3,RECEIVED,2026-09-01,2026-06-27 00:00:00+00
357,PO-1356,Klang Valley Timber,MYPKG,3,RECEIVED,2025-12-12,2025-10-04 00:00:00+00
358,PO-1357,Shanghai Home Works,CNSHA,3,RECEIVED,2025-11-03,2025-08-31 00:00:00+00
359,PO-1358,Shanghai Home Works,CNSHA,4,RECEIVED,2026-08-25,2026-07-06 00:00:00+00
360,PO-1359,Shanghai Home Works,CNSHA,3,RECEIVED,2025-11-14,2025-09-09 00:00:00+00
361,PO-1360,Saigon Furniture Co.,VNSGN,2,RECEIVED,2026-02-22,2025-12-24 00:00:00+00
362,PO-1361,Klang Valley Timber,MYPKG,3,RECEIVED,2026-07-27,2026-05-20 00:00:00+00
363,PO-1362,Shanghai Home Works,CNSHA,1,RECEIVED,2026-07-16,2026-05-28 00:00:00+00
364,PO-1363,Klang Valley Timber,MYPKG,2,RECEIVED,2026-03-18,2026-01-17 00:00:00+00
365,PO-1364,Saigon Furniture Co.,VNSGN,3,RECEIVED,2025-12-02,2025-09-28 00:00:00+00
366,PO-1365,Shanghai Home Works,CNSHA,3,RECEIVED,2026-05-19,2026-03-17 00:00:00+00
367,PO-1366,Klang Valley Timber,MYPKG,3,RECEIVED,2026-02-16,2025-12-08 00:00:00+00
368,PO-1367,Shanghai Home Works,CNSHA,2,RECEIVED,2026-08-14,2026-06-20 00:00:00+00
369,PO-1368,Shanghai Home Works,CNSHA,4,RECEIVED,2026-01-29,2025-12-06 00:00:00+00
370,PO-1369,Shanghai Home Works,CNSHA,4,RECEIVED,2026-07-27,2026-06-04 00:00:00+00
371,PO-1370,Klang Valley Timber,MYPKG,2,RECEIVED,2026-04-16,2026-02-14 00:00:00+00
372,PO-1371,Saigon Furniture Co.,VNSGN,4,RECEIVED,2026-08-29,2026-07-05 00:00:00+00
373,PO-1372,Shanghai Home Works,CNSHA,4,RECEIVED,2026-02-13,2025-12-22 00:00:00+00
374,PO-1373,Saigon Furniture Co.,VNSGN,1,RECEIVED,2025-10-16,2025-08-22 00:00:00+00
375,PO-1374,Saigon Furniture Co.,VNSGN,1,RECEIVED,2026-02-03,2025-12-10 00:00:00+00
376,PO-1375,Shanghai Home Works,CNSHA,3,RECEIVED,2026-03-12,2026-01-07 00:00:00+00
377,PO-1376,Shanghai Home Works,CNSHA,2,RECEIVED,2026-04-13,2026-02-19 00:00:00+00
378,PO-1377,Saigon Furniture Co.,VNSGN,2,RECEIVED,2026-07-01,2026-05-03 00:00:00+00
379,PO-1378,Saigon Furniture Co.,VNSGN,4,RECEIVED,2026-02-18,2025-12-25 00:00:00+00
380,PO-1379,Saigon Furniture Co.,VNSGN,4,RECEIVED,2026-07-16,2026-05-23 00:00:00+00
381,PO-1380,Klang Valley Timber,MYPKG,3,RECEIVED,2025-11-15,2025-09-07 00:00:00+00
382,PO-1381,Shanghai Home Works,CNSHA,4,RECEIVED,2026-06-10,2026-04-20 00:00:00+00
383,PO-1382,Klang Valley Timber,MYPKG,3,RECEIVED,2026-04-16,2026-02-04 00:00:00+00
384,PO-1383,Klang Valley Timber,MYPKG,4,RECEIVED,2026-08-10,2026-06-11 00:00:00+00
385,PO-1384,Shanghai Home Works,CNSHA,3,RECEIVED,2026-07-22,2026-05-20 00:00:00+00
386,PO-1385,Saigon Furniture Co.,VNSGN,4,RECEIVED,2026-06-09,2026-04-12 00:00:00+00
387,PO-1386,Saigon Furniture Co.,VNSGN,2,RECEIVED,2026-07-18,2026-05-19 00:00:00+00
388,PO-1387,Shanghai Home Works,CNSHA,2,RECEIVED,2026-09-04,2026-07-10 00:00:00+00
389,PO-1388,Saigon Furniture Co.,VNSGN,2,RECEIVED,2025-11-28,2025-10-02 00:00:00+00
390,PO-1389,Shanghai Home Works,CNSHA,1,RECEIVED,2025-10-24,2025-09-06 00:00:00+00
391,PO-1390,Saigon Furniture Co.,VNSGN,2,RECEIVED,2026-03-26,2026-01-24 00:00:00+00
392,PO-1391,Shanghai Home Works,CNSHA,1,RECEIVED,2025-11-05,2025-09-17 00:00:00+00
393,PO-1392,Klang Valley Timber,MYPKG,1,RECEIVED,2026-09-06,2026-07-10 00:00:00+00
394,PO-1393,Klang Valley Timber,MYPKG,2,RECEIVED,2026-08-31,2026-06-28 00:00:00+00
395,PO-1394,Klang Valley Timber,MYPKG,4,RECEIVED,2025-12-31,2025-11-04 00:00:00+00
396,PO-1395,Saigon Furniture Co.,VNSGN,4,RECEIVED,2026-06-20,2026-04-26 00:00:00+00
397,PO-1396,Klang Valley Timber,MYPKG,3,RECEIVED,2026-02-16,2025-12-08 00:00:00+00
398,PO-1397,Shanghai Home Works,CNSHA,4,RECEIVED,2026-07-07,2026-05-14 00:00:00+00
399,PO-1398,Saigon Furniture Co.,VNSGN,4,RECEIVED,2026-02-27,2026-01-02 00:00:00+00
400,PO-1399,Shanghai Home Works,CNSHA,2,RECEIVED,2026-08-09,2026-06-17 00:00:00+00
401,PO-1400,Shanghai Home Works,CNSHA,1,RECEIVED,2026-08-17,2026-06-27 00:00:00+00
402,PO-1401,Shanghai Home Works,CNSHA,2,RECEIVED,2026-09-14,2026-07-23 00:00:00+00
403,PO-1402,Saigon Furniture Co.,VNSGN,1,RECEIVED,2026-04-09,2026-02-11 00:00:00+00
404,PO-1403,Saigon Furniture Co.,VNSGN,3,RECEIVED,2026-04-02,2026-01-25 00:00:00+00
405,PO-1404,Shanghai Home Works,CNSHA,3,RECEIVED,2026-05-20,2026-03-17 00:00:00+00
406,PO-1405,Saigon Furniture Co.,VNSGN,3,RECEIVED,2025-12-20,2025-10-13 00:00:00+00
407,PO-1406,Saigon Furniture Co.,VNSGN,2,RECEIVED,2026-01-03,2025-11-06 00:00:00+00
408,PO-1407,Shanghai Home Works,CNSHA,3,RECEIVED,2026-03-28,2026-01-25 00:00:00+00
409,PO-1408,Klang Valley Timber,MYPKG,4,RECEIVED,2026-02-02,2025-12-05 00:00:00+00
410,PO-1409,Shanghai Home Works,CNSHA,3,RECEIVED,2026-02-21,2025-12-18 00:00:00+00
411,PO-1410,Shanghai Home Works,CNSHA,2,RECEIVED,2026-02-12,2025-12-18 00:00:00+00
412,PO-1411,Saigon Furniture Co.,VNSGN,2,RECEIVED,2025-11-15,2025-09-15 00:00:00+00
413,PO-1412,Saigon Furniture Co.,VNSGN,3,RECEIVED,2026-03-29,2026-01-19 00:00:00+00
414,PO-1413,Shanghai Home Works,CNSHA,4,RECEIVED,2025-10-22,2025-09-02 00:00:00+00
415,PO-1414,Shanghai Home Works,CNSHA,4,RECEIVED,2026-06-08,2026-04-19 00:00:00+00
416,PO-1415,Klang Valley Timber,MYPKG,1,RECEIVED,2025-12-14,2025-10-20 00:00:00+00
417,PO-1416,Klang Valley Timber,MYPKG,1,RECEIVED,2026-06-10,2026-04-15 00:00:00+00
418,PO-1417,Klang Valley Timber,MYPKG,1,RECEIVED,2026-04-30,2026-03-04 00:00:00+00
419,PO-1418,Klang Valley Timber,MYPKG,4,RECEIVED,2025-12-05,2025-10-08 00:00:00+00
420,PO-1419,Shanghai Home Works,CNSHA,1,RECEIVED,2026-03-12,2026-01-23 00:00:00+00
421,PO-1420,Shanghai Home Works,CNSHA,1,RECEIVED,2026-01-29,2025-12-12 00:00:00+00
422,PO-1421,Saigon Furniture Co.,VNSGN,4,RECEIVED,2025-12-17,2025-10-24 00:00:00+00
423,PO-1422,Saigon Furniture Co.,VNSGN,1,RECEIVED,2026-04-12,2026-02-18 00:00:00+00
424,PO-1423,Shanghai Home Works,CNSHA,3,RECEIVED,2026-07-10,2026-05-07 00:00:00+00
425,PO-1424,Shanghai Home Works,CNSHA,3,RECEIVED,2026-06-16,2026-04-15 00:00:00+00
426,PO-1425,Shanghai Home Works,CNSHA,1,RECEIVED,2026-05-25,2026-04-06 00:00:00+00
427,PO-1426,Shanghai Home Works,CNSHA,2,RECEIVED,2026-01-09,2025-11-13 00:00:00+00
428,PO-1427,Klang Valley Timber,MYPKG,4,RECEIVED,2026-07-27,2026-05-30 00:00:00+00
429,PO-1428,Shanghai Home Works,CNSHA,4,RECEIVED,2026-04-06,2026-02-11 00:00:00+00
430,PO-1429,Shanghai Home Works,CNSHA,3,RECEIVED,2026-08-22,2026-06-17 00:00:00+00
431,PO-1430,Saigon Furniture Co.,VNSGN,2,RECEIVED,2026-06-02,2026-04-04 00:00:00+00
432,PO-1431,Shanghai Home Works,CNSHA,3,RECEIVED,2026-01-23,2025-11-18 00:00:00+00
433,PO-1432,Saigon Furniture Co.,VNSGN,3,RECEIVED,2026-04-17,2026-02-07 00:00:00+00
434,PO-1433,Saigon Furniture Co.,VNSGN,2,RECEIVED,2026-04-06,2026-02-07 00:00:00+00
435,PO-1434,Shanghai Home Works,CNSHA,2,RECEIVED,2026-09-08,2026-07-17 00:00:00+00
436,PO-1435,Klang Valley Timber,MYPKG,1,RECEIVED,2026-07-17,2026-05-23 00:00:00+00
437,PO-1436,Shanghai Home Works,CNSHA,1,RECEIVED,2026-07-24,2026-06-02 00:00:00+00
438,PO-1437,Klang Valley Timber,MYPKG,1,RECEIVED,2026-07-16,2026-05-20 00:00:00+00
439,PO-1438,Klang Valley Timber,MYPKG,2,RECEIVED,2026-02-07,2025-12-06 00:00:00+00
440,PO-1439,Shanghai Home Works,CNSHA,1,RECEIVED,2026-06-03,2026-04-12 00:00:00+00
441,PO-1440,Shanghai Home Works,CNSHA,4,RECEIVED,2026-09-08,2026-07-16 00:00:00+00
442,PO-1441,Klang Valley Timber,MYPKG,3,RECEIVED,2026-05-16,2026-03-10 00:00:00+00
443,PO-1442,Shanghai Home Works,CNSHA,3,RECEIVED,2026-03-28,2026-01-24 00:00:00+00
444,PO-1443,Shanghai Home Works,CNSHA,1,RECEIVED,2026-02-07,2025-12-18 00:00:00+00
445,PO-1444,Saigon Furniture Co.,VNSGN,4,RECEIVED,2025-10-16,2025-08-23 00:00:00+00
446,PO-1445,Saigon Furniture Co.,VNSGN,2,RECEIVED,2026-04-28,2026-02-28 00:00:00+00
447,PO-1446,Shanghai Home Works,CNSHA,4,RECEIVED,2026-09-16,2026-07-24 00:00:00+00
448,PO-1447,Klang Valley Timber,MYPKG,4,RECEIVED,2026-08-28,2026-06-30 00:00:00+00
449,PO-1448,Shanghai Home Works,CNSHA,1,RECEIVED,2025-12-15,2025-10-27 00:00:00+00
450,PO-1449,Saigon Furniture Co.,VNSGN,2,RECEIVED,2025-11-21,2025-09-22 00:00:00+00
451,PO-1450,Saigon Furniture Co.,VNSGN,2,RECEIVED,2026-09-13,2026-07-17 00:00:00+00
452,PO-1451,Klang Valley Timber,MYPKG,2,RECEIVED,2026-02-12,2025-12-13 00:00:00+00
453,PO-1452,Saigon Furniture Co.,VNSGN,2,RECEIVED,2026-05-31,2026-04-02 00:00:00+00
454,PO-1453,Shanghai Home Works,CNSHA,4,RECEIVED,2026-01-10,2025-11-21 00:00:00+00
455,PO-1454,Saigon Furniture Co.,VNSGN,3,RECEIVED,2026-06-14,2026-04-10 00:00:00+00
456,PO-1455,Shanghai Home Works,CNSHA,2,RECEIVED,2025-11-13,2025-09-20 00:00:00+00
457,PO-1456,Shanghai Home Works,CNSHA,3,RECEIVED,2025-11-06,2025-09-01 00:00:00+00
458,PO-1457,Klang Valley Timber,MYPKG,2,RECEIVED,2025-11-20,2025-09-19 00:00:00+00
459,PO-1458,Saigon Furniture Co.,VNSGN,4,RECEIVED,2026-03-31,2026-02-01 00:00:00+00
460,PO-1459,Klang Valley Timber,MYPKG,2,RECEIVED,2026-06-03,2026-04-01 00:00:00+00
461,PO-1460,Shanghai Home Works,CNSHA,3,RECEIVED,2026-07-24,2026-05-21 00:00:00+00
462,PO-1461,Klang Valley Timber,MYPKG,4,RECEIVED,2026-02-17,2025-12-22 00:00:00+00
463,PO-1462,Saigon Furniture Co.,VNSGN,2,RECEIVED,2025-11-14,2025-09-14 00:00:00+00
464,PO-1463,Klang Valley Timber,MYPKG,1,RECEIVED,2026-05-26,2026-03-30 00:00:00+00
465,PO-1464,Saigon Furniture Co.,VNSGN,2,RECEIVED,2026-08-12,2026-06-13 00:00:00+00
466,PO-1465,Klang Valley Timber,MYPKG,3,RECEIVED,2026-05-25,2026-03-17 00:00:00+00
467,PO-1466,Klang Valley Timber,MYPKG,3,RECEIVED,2026-07-08,2026-04-29 00:00:00+00
468,PO-1467,Klang Valley Timber,MYPKG,2,RECEIVED,2026-06-03,2026-03-31 00:00:00+00
469,PO-1468,Shanghai Home Works,CNSHA,1,RECEIVED,2025-11-21,2025-10-04 00:00:00+00
470,PO-1469,Klang Valley Timber,MYPKG,4,RECEIVED,2025-11-19,2025-09-22 00:00:00+00
471,PO-1470,Shanghai Home Works,CNSHA,3,RECEIVED,2025-12-31,2025-10-27 00:00:00+00
472,PO-1471,Shanghai Home Works,CNSHA,4,RECEIVED,2026-07-04,2026-05-13 00:00:00+00
473,PO-1472,Shanghai Home Works,CNSHA,1,RECEIVED,2026-05-12,2026-03-23 00:00:00+00
474,PO-1473,Klang Valley Timber,MYPKG,4,RECEIVED,2026-04-12,2026-02-14 00:00:00+00
475,PO-1474,Klang Valley Timber,MYPKG,2,RECEIVED,2026-09-20,2026-07-22 00:00:00+00
476,PO-1475,Shanghai Home Works,CNSHA,2,RECEIVED,2026-05-19,2026-03-26 00:00:00+00
477,PO-1476,Klang Valley Timber,MYPKG,3,RECEIVED,2025-11-13,2025-09-03 00:00:00+00
478,PO-1477,Klang Valley Timber,MYPKG,3,RECEIVED,2026-06-26,2026-04-20 00:00:00+00
479,PO-1478,Klang Valley Timber,MYPKG,1,RECEIVED,2026-09-20,2026-07-23 00:00:00+00
480,PO-1479,Shanghai Home Works,CNSHA,3,RECEIVED,2026-03-03,2025-12-30 00:00:00+00
481,PO-1480,Saigon Furniture Co.,VNSGN,4,OPEN,2026-09-07,2026-07-15 00:00:00+00
482,PO-1481,Klang Valley Timber,MYPKG,4,OPEN,2026-10-10,2026-08-10 00:00:00+00
483,PO-1482,Klang Valley Timber,MYPKG,4,OPEN,2026-09-18,2026-07-21 00:00:00+00
484,PO-1483,Saigon Furniture Co.,VNSGN,2,OPEN,2026-10-23,2026-08-26 00:00:00+00
485,PO-1484,Klang Valley Timber,MYPKG,4,OPEN,2026-10-18,2026-08-21 00:00:00+00
486,PO-1485,Saigon Furniture Co.,VNSGN,3,OPEN,2026-10-08,2026-08-01 00:00:00+00
487,PO-1486,Shanghai Home Works,CNSHA,2,OPEN,2026-10-08,2026-08-16 00:00:00+00
488,PO-1487,Klang Valley Timber,MYPKG,2,OPEN,2026-10-08,2026-08-08 00:00:00+00
489,PO-1488,Shanghai Home Works,CNSHA,4,OPEN,2026-10-08,2026-08-19 00:00:00+00
490,PO-1489,Shanghai Home Works,CNSHA,3,OPEN,2026-10-03,2026-07-30 00:00:00+00
491,PO-1490,Shanghai Home Works,CNSHA,3,OPEN,2026-09-19,2026-07-15 00:00:00+00
492,PO-1491,Klang Valley Timber,MYPKG,1,OPEN,2026-09-24,2026-07-28 00:00:00+00
493,PO-1492,Klang Valley Timber,MYPKG,1,OPEN,2026-10-16,2026-08-19 00:00:00+00
494,PO-1493,Klang Valley Timber,MYPKG,1,OPEN,2026-10-07,2026-08-13 00:00:00+00
495,PO-1494,Shanghai Home Works,CNSHA,1,OPEN,2026-09-07,2026-07-19 00:00:00+00
496,PO-1495,Shanghai Home Works,CNSHA,4,OPEN,2026-09-01,2026-07-12 00:00:00+00
497,PO-1496,Saigon Furniture Co.,VNSGN,3,OPEN,2026-11-01,2026-08-27 00:00:00+00
498,PO-1497,Klang Valley Timber,MYPKG,2,OPEN,2026-09-24,2026-07-23 00:00:00+00
499,PO-1498,Shanghai Home Works,CNSHA,4,OPEN,2026-09-07,2026-07-16 00:00:00+00
500,PO-1499,Shanghai Home Works,CNSHA,2,OPEN,2026-09-14,2026-07-19 00:00:00+00
501,PO-1500,Klang Valley Timber,MYPKG,1,OPEN,2026-10-09,2026-08-12 00:00:00+00
502,PO-1501,Shanghai Home Works,CNSHA,3,OPEN,2026-09-28,2026-07-25 00:00:00+00
